B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B01003_001E,B19001_001E,B25010_001E,state,county,tract,block group,GEOID
5,0,3,0,5,5,5,10,0,20,11,41,28,8,41,77,598,259,2.31,17,031,720500,1,170317205001
17,0,0,0,0,6,19,0,50,5,17,50,48,36,60,47,944,355,2.66,17,031,720600,2,170317206002
0,53,11,16,10,12,19,34,4,14,12,16,10,77,0,0,852,288,2.95,17,031,730100,2,170317301002
22,5,20,15,15,0,29,18,11,0,37,52,50,5,16,4,808,299,2.7,17,031,730100,3,170317301003
0,0,0,0,0,19,0,20,0,0,0,25,41,13,42,60,520,220,2.36,17,031,820101,1,170318201011
15,0,31,0,0,14,0,0,15,15,0,0,19,28,58,122,844,317,2.66,17,031,820101,4,170318201014
36,20,0,19,55,19,0,10,47,30,41,37,70,9,0,0,777,393,1.98,17,031,821402,3,170318214023
24,11,6,37,42,6,29,25,137,9,73,88,71,9,15,0,1393,582,2.39,17,031,821402,2,170318214022
36,0,23,9,0,0,10,0,9,18,40,43,15,63,48,79,1204,393,3.02,17,031,822101,4,170318221014
0,0,0,16,9,17,36,29,0,48,18,50,38,17,64,0,1065,342,3.11,17,031,822101,2,170318221012
33,0,27,0,19,0,9,6,31,28,92,144,135,62,5,10,1786,601,2.97,17,031,823102,2,170318231022
24,55,37,28,51,43,33,0,7,43,93,92,69,12,38,33,1802,658,2.7,17,031,823102,1,170318231021
0,16,0,0,47,0,30,0,0,0,0,72,0,19,16,49,585,249,2.35,17,031,823304,5,170318233045
34,40,15,0,16,22,12,11,11,59,15,30,109,18,56,30,1406,478,2.94,17,031,823304,6,170318233046
65,28,91,25,21,25,20,4,0,45,97,19,6,32,0,17,1036,495,2.09,17,031,823304,3,170318233043
14,40,28,58,0,12,102,0,65,34,28,81,0,0,0,0,1259,462,2.73,17,031,823304,4,170318233044
43,50,50,0,41,0,81,11,58,0,0,20,21,68,20,0,1562,463,3.37,17,031,824800,3,170318248003
28,71,22,56,26,0,0,0,23,33,62,68,80,0,12,12,1589,493,3.22,17,031,824800,4,170318248004
106,146,49,89,15,15,0,38,16,37,39,56,53,68,90,59,1403,876,1.6,17,031,031700,2,170310317002
14,0,44,13,17,12,67,78,37,32,84,127,71,140,37,75,1434,848,1.55,17,031,031700,3,170310317003
18,17,0,0,18,12,0,0,0,0,18,0,0,20,0,17,191,120,1.59,17,031,081300,2,170310813002
69,33,0,35,0,33,0,0,0,29,32,124,106,64,41,58,776,624,1.24,17,031,081300,1,170310813001
45,16,0,0,25,0,26,0,0,0,83,37,106,55,113,120,1309,626,2.09,17,031,100200,1,170311002001
7,15,0,0,0,0,36,0,0,0,61,11,54,32,50,28,887,294,3.02,17,031,100200,2,170311002002
76,0,0,0,0,13,0,17,19,37,144,25,15,18,33,35,870,432,2.01,17,031,100200,4,170311002004
17,0,68,16,10,0,0,63,0,53,94,82,62,27,40,10,1134,542,2.09,17,031,100200,5,170311002005
0,15,0,0,0,0,50,0,0,16,61,76,38,0,25,43,750,324,2.31,17,031,100300,3,170311003003
16,56,17,16,0,0,0,0,0,0,0,75,32,55,59,51,1070,377,2.5,17,031,100300,4,170311003004
0,65,48,0,0,15,12,0,0,31,84,46,30,27,44,42,1194,444,2.32,17,031,100300,2,170311003002
114,78,203,32,33,30,15,13,0,62,16,18,61,34,50,78,1459,837,1.7,17,031,100300,6,170311003006
16,13,9,11,10,6,26,43,9,10,14,112,96,27,53,25,1494,480,3.11,17,031,120400,3,170311204003
0,30,8,10,7,25,61,0,0,23,19,26,44,10,49,47,1147,359,3.19,17,031,120400,2,170311204002
0,39,40,28,14,35,20,64,29,30,11,44,0,69,64,13,1449,500,2.9,17,031,150300,6,170311503006
0,16,14,39,0,15,15,30,0,86,14,100,32,15,27,16,787,419,1.88,17,031,150300,1,170311503001
0,0,0,37,0,29,0,0,0,39,16,16,65,17,28,18,683,265,2.58,17,031,150300,5,170311503005
13,17,13,0,28,0,16,0,0,0,33,193,77,31,0,10,1490,431,3.46,17,031,150300,3,170311503003
0,0,0,0,0,0,0,8,0,0,10,14,87,17,20,90,742,246,3.02,17,031,750200,3,170317502003
16,19,13,73,0,0,0,13,0,0,41,9,0,0,44,0,539,228,2.36,17,031,750200,1,170317502001
32,38,128,81,0,75,44,66,29,26,99,0,12,0,0,0,2058,630,3.27,17,031,300800,2,170313008002
6,5,13,10,13,27,25,21,11,19,81,101,58,62,101,257,2164,810,2.67,17,031,061200,1,170310612001
19,30,15,5,4,0,14,21,31,33,66,79,111,81,124,209,2000,842,2.38,17,031,061500,1,170310615001
6,8,7,7,8,7,24,35,0,50,34,71,62,58,92,129,1080,598,1.81,17,031,062900,1,170310629001
0,34,0,16,7,8,0,58,9,28,33,32,18,46,94,205,1313,588,2.23,17,031,062900,2,170310629002
9,17,0,23,0,49,0,0,0,55,43,70,67,47,98,178,1425,656,2.17,17,031,062900,3,170310629003
0,0,11,30,0,0,10,46,9,42,25,17,30,19,22,29,617,290,2.13,17,031,210700,1,170312107001
66,33,0,29,39,17,52,2,33,90,47,59,116,33,34,40,1996,690,2.89,17,031,210700,3,170312107003
34,23,0,25,47,18,29,18,0,9,67,91,90,8,33,77,1627,569,2.86,17,031,210700,2,170312107002
37,0,38,26,0,10,27,0,9,42,26,61,78,31,23,50,1532,458,3.34,17,031,221100,3,170312211003
44,22,61,18,0,0,0,40,43,78,74,31,36,148,67,37,1750,699,2.21,17,031,221100,1,170312211001
133,45,56,22,29,8,0,0,43,43,76,87,71,53,46,30,1586,742,2.14,17,031,221100,2,170312211002
15,30,0,0,10,0,0,28,8,38,17,91,64,46,86,143,1539,576,2.67,17,031,221200,1,170312212001
22,7,0,7,8,26,9,47,19,109,53,94,71,41,103,90,1288,706,1.82,17,031,063000,1,170310630001
0,35,0,0,0,0,11,33,7,10,53,40,30,55,60,74,1030,408,2.52,17,031,071200,1,170310712001
109,38,65,84,0,53,40,15,0,58,19,39,40,6,0,0,1668,566,2.9,17,031,260300,1,170312603001
43,28,11,30,17,35,5,0,9,53,58,26,31,5,0,15,1158,366,3.16,17,031,261000,2,170312610002
189,74,57,0,39,33,12,13,24,30,37,15,6,8,5,0,1271,542,2.35,17,031,270500,1,170312705001
76,45,70,0,9,36,36,0,15,27,60,61,26,0,38,0,1527,499,3.06,17,031,271500,1,170312715001
18,14,0,0,13,52,0,35,30,0,12,62,0,0,0,0,879,236,3.72,17,031,230600,4,170312306004
69,26,82,0,15,40,13,47,0,35,15,56,66,0,0,0,1091,464,2.35,17,031,230600,2,170312306002
58,11,0,74,117,68,0,0,32,0,55,15,40,0,11,17,1816,498,3.65,17,031,230600,6,170312306006
83,88,47,8,11,22,23,24,10,66,72,133,52,43,6,0,2235,688,3.25,17,031,190900,1,170311909001
7,0,36,23,50,0,13,0,13,48,21,25,24,27,15,0,1079,302,3.57,17,031,200300,2,170312003002
0,79,75,38,10,35,0,0,13,23,0,37,69,47,40,66,1279,532,2.4,17,031,110100,5,170311101005
12,35,0,51,0,0,35,0,0,15,24,116,183,0,51,16,1610,538,2.99,17,031,110100,4,170311101004
57,15,53,14,9,0,0,39,33,30,27,60,139,88,15,72,1840,651,2.82,17,031,110200,1,170311102001
103,10,110,34,29,75,63,28,47,58,23,102,21,60,40,9,2958,812,3.64,17,031,814300,2,170318143002
74,0,0,0,70,104,41,0,0,49,78,39,31,18,95,35,1034,634,1.63,17,031,815900,1,170318159001
112,72,48,18,53,0,27,34,118,113,104,176,126,9,0,33,1920,1043,1.82,17,031,815900,3,170318159003
20,17,10,15,22,29,10,4,11,8,40,29,27,31,0,50,2628,323,1.99,17,031,808702,1,170318087021
12,58,9,114,11,14,0,60,80,11,14,12,0,0,7,0,1191,402,2.96,17,031,660600,3,170316606003
37,0,0,77,31,29,0,31,18,12,39,12,12,11,0,0,987,309,3.19,17,031,660600,1,170316606001
0,63,58,144,47,97,17,51,0,0,78,34,36,14,29,0,1613,668,2.41,17,031,660600,5,170316606005
68,6,13,13,17,0,35,5,13,23,0,21,5,0,5,0,456,224,2.04,17,031,670100,2,170316701002
30,6,18,10,6,5,13,0,0,18,17,11,11,0,0,0,373,145,2.57,17,031,670800,1,170316708001
35,0,14,40,0,31,17,0,9,30,8,15,7,0,0,5,617,211,2.92,17,031,671200,1,170316712001
8,23,31,100,0,8,17,7,7,0,27,19,14,0,7,0,617,268,2.3,17,031,671400,1,170316714001
44,8,50,14,7,14,7,0,0,6,7,15,8,20,0,6,530,206,2.57,17,031,671400,2,170316714002
50,19,63,27,67,13,32,17,39,33,29,0,5,0,0,0,1004,394,2.55,17,031,671500,2,170316715002
37,23,37,9,34,26,22,0,10,15,20,25,0,0,0,17,652,275,2.35,17,031,671500,3,170316715003
122,0,13,0,0,0,0,56,27,19,17,75,91,28,77,425,1497,950,1.58,17,031,081500,2,170310815002
61,24,21,45,12,12,21,9,0,48,0,18,15,0,0,10,884,296,2.99,17,031,680500,2,170316805002
27,22,28,13,32,0,0,0,22,0,0,12,5,0,0,0,351,161,2.18,17,031,680500,1,170316805001
81,0,0,57,0,58,17,62,30,22,15,108,0,0,0,10,1312,460,2.85,17,031,825503,2,170318255032
0,0,22,0,11,0,16,11,0,14,7,37,14,0,0,10,416,142,2.93,17,031,825505,2,170318255052
142,11,56,19,57,25,16,50,41,0,31,190,46,66,64,0,2780,814,3.39,17,031,825505,4,170318255054
9,87,121,0,13,17,0,13,13,104,0,0,68,24,0,27,1246,496,2.51,17,031,826202,1,170318262021
41,0,14,29,124,58,29,104,0,33,0,86,43,14,0,0,1582,575,2.75,17,031,826202,5,170318262025
23,0,12,0,0,0,64,0,0,40,36,39,0,0,18,0,821,232,3.54,17,031,826202,2,170318262022
25,25,58,13,9,26,0,0,0,58,0,0,17,0,0,0,571,231,2.47,17,031,826202,4,170318262024
8,6,11,0,0,13,0,0,5,19,12,14,0,0,0,0,273,88,3.1,17,031,680600,1,170316806001
198,77,68,23,47,33,15,14,10,0,120,144,129,162,241,119,3154,1400,2.25,17,031,283800,2,170312838002
32,18,0,75,24,45,33,29,11,46,9,31,44,0,16,0,1395,413,3.38,17,031,570300,3,170315703003
0,1,9,52,0,33,0,44,20,40,12,40,14,13,21,0,1210,299,4.05,17,031,570300,1,170315703001
18,21,26,52,54,23,67,41,13,79,26,105,31,75,12,13,2249,656,3.42,17,031,570300,4,170315703004
0,9,10,0,0,27,6,22,5,22,37,34,14,7,0,0,507,193,2.63,17,031,480200,2,170314802002
75,0,27,30,47,71,55,24,38,15,38,50,40,5,32,0,1464,547,2.67,17,031,490600,1,170314906001
28,100,0,15,46,0,66,0,10,0,37,0,0,0,0,0,756,302,2.5,17,031,490800,5,170314908005
25,10,46,29,19,0,0,41,68,78,9,34,0,21,0,29,1295,409,3.17,17,031,490800,4,170314908004
7,0,22,10,0,52,9,44,16,26,20,28,21,0,32,0,652,287,2.27,17,031,490800,1,170314908001
191,14,57,49,34,39,6,19,23,16,68,63,40,0,24,0,1632,643,2.54,17,031,500200,1,170315002001
28,23,100,171,112,0,45,100,52,85,8,32,28,55,9,11,1954,859,2.27,17,031,510300,4,170315103004
111,18,21,17,0,34,24,9,22,35,23,72,30,17,0,0,1207,433,2.74,17,031,510300,1,170315103001
59,32,0,24,0,0,18,18,18,95,86,84,39,85,100,195,1405,853,1.61,17,031,081500,1,170310815001
144,14,37,21,50,0,42,0,0,19,41,22,0,0,0,15,999,405,2.47,17,031,510300,2,170315103002
35,69,18,20,10,0,33,31,0,49,43,55,43,8,10,0,1325,424,3.13,17,031,520300,3,170315203003
35,31,39,50,41,44,9,66,0,0,50,65,56,0,0,0,1677,486,3.45,17,031,520300,1,170315203001
0,0,9,10,73,42,72,32,0,65,87,55,10,0,0,0,1605,455,3.53,17,031,520300,2,170315203002
17,12,0,17,17,0,31,0,0,17,141,80,66,61,119,261,1241,839,1.46,17,031,081100,1,170310811001
16,15,4,4,9,8,0,23,9,7,57,82,35,59,79,86,1339,493,2.72,17,031,090300,1,170310903001
0,0,0,34,35,15,9,25,5,13,8,20,30,0,51,23,882,268,3.29,17,031,130300,2,170311303002
25,9,41,64,35,8,30,19,41,40,70,104,93,25,18,40,1789,662,2.7,17,031,130300,4,170311303004
51,0,27,30,0,7,28,0,49,58,29,74,111,21,46,40,1934,571,3.39,17,031,130300,3,170311303003
16,16,0,0,0,11,0,0,0,16,0,27,20,16,49,90,617,261,2.36,17,031,801605,5,170318016055
0,0,0,0,17,0,0,0,0,0,16,31,0,32,97,176,1039,369,2.79,17,031,801605,4,170318016054
0,0,0,22,48,0,0,36,29,27,64,16,46,111,132,214,1808,745,2.43,17,031,801605,3,170318016053
0,17,36,60,1,18,0,14,0,6,31,12,0,0,0,0,664,195,3.41,17,031,670700,1,170316707001
0,33,1,12,27,22,35,16,0,0,20,8,0,0,0,0,449,174,2.48,17,031,670700,2,170316707002
27,8,16,17,18,25,0,0,28,39,61,143,116,25,59,61,1911,643,2.97,17,031,806600,1,170318066001
0,63,9,71,0,38,81,21,19,41,38,103,92,29,17,0,1630,622,2.62,17,031,806600,2,170318066002
8,0,9,46,0,13,0,0,47,39,12,51,28,22,6,37,522,318,1.64,17,031,410900,1,170314109001
64,48,41,16,20,0,9,0,0,0,19,44,0,0,0,6,782,267,2.93,17,031,430300,2,170314303002
125,16,23,0,0,30,0,0,0,0,0,7,0,0,0,19,701,220,3.14,17,031,430300,3,170314303003
38,26,5,19,22,9,18,30,46,72,46,100,60,38,49,12,1516,590,2.57,17,031,170600,2,170311706002
16,31,32,8,23,52,7,8,0,35,23,28,33,59,51,222,1609,628,2.18,17,031,809000,3,170318090003
0,0,0,0,0,0,0,18,0,20,0,34,18,15,58,115,845,278,3.04,17,031,809100,2,170318091002
9,0,18,45,34,29,46,20,20,27,45,77,93,17,26,122,1248,628,1.91,17,031,809100,3,170318091003
30,49,0,20,11,10,5,8,0,8,20,54,14,0,76,89,1072,394,2.72,17,031,810302,2,170318103022
18,0,15,22,10,33,16,29,0,19,94,42,48,39,43,63,1307,491,2.66,17,031,810302,1,170318103021
7,0,0,18,0,0,8,0,0,4,34,0,26,33,23,173,900,326,2.76,17,031,062700,2,170310627002
4,0,0,0,0,0,0,6,16,7,36,12,50,20,12,180,917,343,2.57,17,031,062700,1,170310627001
42,0,15,0,14,32,0,32,0,16,39,16,137,40,48,48,1005,479,2.1,17,031,801605,1,170318016051
0,7,7,18,0,40,53,10,0,29,80,109,49,24,0,57,1539,483,3.19,17,031,802504,1,170318025041
41,0,0,32,27,0,0,30,0,0,59,82,127,10,20,0,1508,428,3.52,17,031,802504,2,170318025042
171,31,59,82,7,50,28,16,19,17,67,86,64,55,57,95,1836,904,2.02,17,031,802702,1,170318027021
18,0,0,14,0,0,0,0,0,20,19,29,30,56,17,42,812,245,3.31,17,031,802702,3,170318027023
12,0,0,0,0,0,0,0,0,0,18,0,0,22,72,186,1135,310,3.66,17,031,803603,2,170318036032
0,0,0,0,0,17,24,11,0,0,21,142,52,71,171,272,2064,781,2.64,17,031,803603,1,170318036031
34,42,82,11,69,77,64,84,112,36,62,156,126,40,104,95,2901,1194,2.43,17,031,803610,4,170318036104
13,0,29,0,0,0,16,18,19,0,50,80,65,45,92,114,1476,541,2.73,17,031,803610,1,170318036101
15,0,0,0,0,0,14,0,24,45,28,122,69,61,151,240,2088,769,2.71,17,031,804201,1,170318042011
27,14,27,14,16,25,26,32,12,19,17,149,77,76,115,376,3391,1022,3.13,17,031,804201,2,170318042012
62,0,10,30,10,29,33,28,0,151,12,82,41,13,12,0,1906,513,3.72,17,031,826800,1,170318268001
61,0,18,0,47,20,0,0,10,10,85,8,0,0,0,0,860,259,3.32,17,031,826800,3,170318268003
26,8,42,8,22,6,13,0,7,34,17,8,14,0,0,5,520,210,2.48,17,031,826902,1,170318269021
9,10,29,79,20,26,26,9,25,76,37,33,27,0,0,0,1403,406,3.46,17,031,510200,2,170315102002
4,6,11,25,3,12,37,42,5,26,33,31,25,39,18,0,1395,317,4.4,17,031,570500,1,170315705001
19,14,10,26,11,30,8,0,0,26,86,24,19,0,0,20,1100,293,3.75,17,031,600600,2,170316006002
128,33,102,16,46,98,69,29,9,67,86,34,35,35,17,0,2044,804,2.54,17,031,600600,1,170316006001
51,85,10,76,21,20,11,19,7,39,26,18,0,0,0,0,936,383,2.44,17,031,611200,1,170316112001
4,0,21,30,0,47,9,13,28,6,8,34,26,16,43,0,866,285,3.04,17,031,640800,2,170316408002
39,48,17,28,28,21,31,33,0,5,0,6,32,0,0,6,810,294,2.76,17,031,670900,2,170316709002
71,25,0,0,49,40,0,19,25,15,47,73,11,27,38,20,1187,460,2.58,17,031,691300,1,170316913001
145,15,27,106,22,7,12,6,14,40,64,107,26,7,12,0,1265,610,2.07,17,031,691300,2,170316913002
8,11,0,0,0,22,52,12,0,44,56,100,71,70,96,141,2115,683,2.86,17,031,802702,2,170318027022
13,0,27,0,0,0,0,19,0,21,41,15,71,23,72,79,1009,381,2.65,17,031,803008,2,170318030082
9,9,8,8,0,18,28,18,17,19,40,66,116,26,72,108,1528,562,2.71,17,031,803008,3,170318030083
9,9,31,0,31,0,0,30,48,32,51,62,51,57,190,119,2046,720,2.84,17,031,803008,1,170318030081
11,48,46,51,33,15,82,51,0,79,91,112,94,103,116,123,2487,1055,2.01,17,031,803200,2,170318032002
0,0,13,11,0,12,0,72,14,25,112,65,84,114,32,74,1611,628,2.57,17,031,803200,1,170318032001
0,0,16,0,0,0,0,0,13,28,14,31,65,48,54,185,1339,454,2.95,17,031,803500,4,170318035004
14,14,0,29,0,0,18,0,13,14,12,7,44,36,29,74,770,304,2.53,17,031,803500,2,170318035002
0,0,12,26,0,63,13,0,15,26,0,36,34,0,27,171,1116,423,2.47,17,031,803500,1,170318035001
25,45,64,52,38,0,26,0,0,86,45,51,52,101,96,147,2042,828,2.41,17,031,803500,3,170318035003
12,22,13,14,0,12,13,0,0,12,41,14,39,28,29,13,498,262,1.9,17,031,803500,5,170318035005
0,0,0,0,0,0,43,33,0,32,85,107,107,66,143,306,2729,922,2.94,17,031,804102,3,170318041023
32,0,36,16,0,51,16,19,0,13,18,22,19,121,174,267,2228,804,2.66,17,031,804102,2,170318041022
0,0,35,12,0,45,12,0,0,0,47,64,182,84,110,177,2306,768,3.0,17,031,804102,1,170318041021
0,0,56,20,0,0,0,8,0,13,15,23,30,24,86,46,1000,321,3.12,17,031,810502,2,170318105022
27,55,39,50,14,14,70,23,0,33,65,113,71,0,9,16,1640,599,2.27,17,031,810502,3,170318105023
0,0,0,29,11,51,0,46,8,39,11,21,8,0,36,36,886,296,2.99,17,031,810502,5,170318105025
21,0,30,16,30,3,26,16,26,72,37,12,34,8,0,14,1001,345,2.9,17,031,810701,3,170318107013
36,20,74,22,17,27,16,8,0,48,46,118,24,9,17,46,1352,528,2.56,17,031,810701,4,170318107014
36,67,18,33,26,9,21,20,7,34,39,22,60,12,21,0,1309,425,3.08,17,031,810701,1,170318107011
17,0,0,8,0,0,8,0,9,48,57,130,41,45,47,10,1376,420,3.28,17,031,810800,3,170318108003
11,19,9,0,19,0,0,43,41,18,103,37,49,19,0,0,994,368,2.7,17,031,811402,1,170318114021
9,0,10,41,8,50,41,40,28,105,18,64,27,118,49,0,1741,608,2.86,17,031,811402,3,170318114023
14,9,9,26,37,48,0,9,29,29,38,97,31,7,13,29,1105,425,2.6,17,031,811500,3,170318115003
16,32,45,0,11,33,21,0,0,35,20,138,50,47,25,0,1703,473,3.6,17,031,811500,2,170318115002
65,26,11,0,0,8,16,32,68,41,84,52,15,88,34,9,1494,549,2.72,17,031,811500,4,170318115004
0,0,8,9,30,0,0,0,0,7,20,90,19,10,38,220,1225,451,2.72,17,031,811900,3,170318119003
0,11,0,0,10,0,0,0,33,77,20,80,55,57,38,334,2288,715,2.81,17,031,811900,4,170318119004
0,0,17,25,0,20,36,0,0,26,40,0,19,12,14,0,537,209,2.57,17,031,600900,1,170316009001
22,18,10,0,0,25,37,10,14,9,124,57,40,0,36,12,1003,414,2.39,17,031,600900,2,170316009002
0,0,23,65,69,19,0,0,11,44,24,72,0,0,9,0,580,336,1.73,17,031,600900,3,170316009003
20,23,28,86,70,39,74,11,43,153,94,16,0,49,65,13,3324,784,4.24,17,031,630300,2,170316303002
9,46,81,0,10,19,46,10,13,64,68,131,27,75,67,0,2118,666,3.17,17,031,828702,2,170318287022
26,61,77,83,56,108,39,82,70,98,190,125,16,41,0,10,2300,1082,2.13,17,031,830001,1,170318300011
9,10,23,11,0,0,0,11,12,0,23,11,45,33,100,75,782,363,2.15,17,031,819500,1,170318195001
0,0,0,0,0,0,64,0,0,0,12,62,20,22,0,45,1004,225,3.65,17,031,819500,4,170318195004
27,21,0,34,23,32,0,0,0,21,10,9,20,0,0,0,488,197,2.48,17,031,460700,2,170314607002
18,41,11,0,7,27,30,21,0,18,10,67,21,20,0,0,913,291,3.07,17,031,460700,3,170314607003
0,0,33,31,0,11,7,11,0,9,31,10,13,39,0,0,1154,195,5.89,17,031,491000,4,170314910004
40,51,68,34,10,0,8,22,0,11,11,0,24,0,0,0,1177,279,4.22,17,031,491000,2,170314910002
127,9,49,42,0,0,0,0,0,40,47,13,0,0,0,0,548,327,1.68,17,031,491000,5,170314910005
0,0,22,11,0,0,24,15,0,53,17,94,50,78,0,36,995,400,2.49,17,031,140400,3,170311404003
19,10,62,85,19,16,50,60,12,32,33,27,95,54,86,7,1921,667,2.88,17,031,140400,5,170311404005
35,0,17,8,40,71,69,0,18,58,118,198,101,55,37,135,2691,960,2.8,17,031,140800,5,170311408005
45,30,0,0,17,36,32,0,0,19,31,13,11,0,87,34,706,355,1.99,17,031,140800,1,170311408001
0,0,43,0,73,0,0,0,14,0,62,10,38,10,42,40,777,332,2.34,17,031,140800,4,170311408004
83,0,0,15,0,0,13,17,0,156,47,22,55,0,28,90,1519,526,2.89,17,031,140800,3,170311408003
22,28,28,17,30,0,0,0,0,16,0,66,15,49,128,17,680,416,1.63,17,031,140800,2,170311408002
179,0,40,20,0,31,29,16,0,28,50,62,109,16,95,82,2333,757,3.08,17,031,150200,4,170311502004
36,45,42,20,18,77,38,22,0,19,63,20,77,30,29,16,1256,552,2.26,17,031,150200,3,170311502003
40,0,0,99,0,0,0,7,0,21,29,51,52,29,105,73,1334,506,2.59,17,031,812900,4,170318129004
18,16,0,0,0,10,9,0,9,53,38,43,35,73,65,102,1240,471,2.63,17,031,812900,3,170318129003
9,8,10,0,8,11,9,49,11,59,50,90,98,15,11,14,1181,452,2.61,17,031,813100,1,170318131001
0,0,10,0,8,0,0,8,0,9,11,71,37,31,0,43,642,228,2.82,17,031,813100,3,170318131003
13,0,11,0,11,33,14,0,14,10,21,7,49,47,7,0,549,237,2.32,17,031,813100,4,170318131004
45,9,0,0,44,25,0,0,0,20,18,40,39,38,60,27,882,365,2.42,17,031,813100,2,170318131002
8,0,8,10,0,10,0,0,0,15,35,54,21,16,79,36,763,292,2.61,17,031,813200,4,170318132004
10,10,0,9,0,9,10,0,28,7,8,0,16,35,21,97,705,260,2.71,17,031,813200,3,170318132003
0,0,0,0,0,9,0,0,8,17,17,28,18,32,140,77,1186,346,3.43,17,031,813200,5,170318132005
25,40,15,0,73,79,0,26,0,0,10,45,0,0,0,0,1145,313,3.66,17,031,813400,1,170318134001
0,0,0,23,11,36,27,24,51,53,32,60,38,0,20,32,1681,407,4.13,17,031,813400,2,170318134002
34,9,0,0,0,0,0,8,0,0,40,41,25,0,7,0,1001,164,6.1,17,031,813400,3,170318134003
60,0,26,9,0,10,0,63,0,50,10,21,81,0,18,9,1658,357,4.64,17,031,813400,4,170318134004
22,51,19,20,54,47,27,54,61,4,10,4,33,0,0,0,1253,406,3.09,17,031,814100,2,170318141002
86,83,18,71,27,58,117,76,25,49,120,145,53,60,21,19,2938,1028,2.86,17,031,807300,1,170318073001
25,54,25,0,0,0,14,12,29,12,98,66,91,45,34,0,1154,505,2.24,17,031,807300,3,170318073003
12,0,0,0,0,28,36,0,12,0,30,54,46,17,49,30,1025,314,3.26,17,031,807300,5,170318073005
59,7,35,94,14,8,36,69,33,7,18,39,105,58,12,40,1543,634,2.33,17,031,808002,2,170318080022
13,0,0,0,0,0,23,11,15,21,7,65,20,23,0,8,677,206,3.29,17,031,808002,4,170318080024
380,46,24,48,17,35,0,27,25,7,0,0,0,0,0,8,1526,617,2.47,17,031,540101,3,170315401013
26,193,0,59,101,0,45,46,0,25,29,74,14,147,0,15,1902,774,2.46,17,031,440201,2,170314402012
152,56,177,52,20,21,63,19,0,95,0,83,62,0,0,0,1433,800,1.79,17,031,440201,4,170314402014
117,70,0,51,62,23,24,2,0,0,20,235,115,181,33,48,1672,981,1.7,17,031,839000,3,170318390003
161,145,46,52,13,0,10,0,54,32,194,242,156,174,325,301,3293,1905,1.73,17,031,839000,2,170318390002
185,24,39,59,16,40,51,13,18,78,67,110,57,35,81,137,2728,1010,2.7,17,031,833300,1,170318333001
95,7,19,39,34,7,0,9,10,54,28,64,5,13,51,83,1208,518,2.14,17,031,832900,1,170318329001
286,109,111,39,0,9,11,0,0,24,41,55,70,8,10,20,1440,793,1.82,17,031,838000,2,170318380002
26,0,0,10,26,27,11,7,9,30,29,72,61,19,35,48,1149,410,2.8,17,031,838000,1,170318380001
66,0,9,9,32,0,39,0,0,0,0,0,22,0,0,0,361,177,1.92,17,031,838100,2,170318381002
73,23,8,21,23,62,10,0,19,72,142,139,118,57,85,62,2318,914,2.54,17,031,770901,4,170317709014
13,20,11,9,0,9,20,10,0,0,17,26,17,18,32,34,623,236,2.64,17,031,770901,3,170317709013
